id,nombre,tipo,costo
x105,Variable_105,estudio,100
x106,Variable_106,vital,2
x107,Variable_107,embedding,1
x108,Variable_108,signo,5
x109,Variable_109,demografico,0
x110,Variable_110,embedding,1
x111,Variable_111,sintoma,1
x112,Variable_112,demografico,0
x113,Variable_113,signo,5
x114,Variable_114,vital,2
x115,Variable_115,demografico,0
x116,Variable_116,estudio,100
x117,Variable_117,demografico,0
x118,Variable_118,sintoma,1
x119,Variable_119,sintoma,1
x120,Variable_120,estudio,100
x121,Variable_121,signo,5
x122,Variable_122,vital,2
x123,Variable_123,embedding,1
x124,Variable_124,embedding,1
x125,Variable_125,embedding,1
x126,Variable_126,demografico,0
x127,Variable_127,estudio,100
x128,Variable_128,demografico,0
x129,Variable_129,demografico,0
x130,Variable_130,signo,5
x131,Variable_131,demografico,0
x132,Variable_132,vital,2
x133,Variable_133,embedding,1
x134,Variable_134,estudio,100
x135,Variable_135,demografico,0
x136,Variable_136,signo,5
x137,Variable_137,estudio,100
x138,Variable_138,estudio,100
x139,Variable_139,sintoma,1
x140,Variable_140,vital,2
x141,Variable_141,demografico,0
x142,Variable_142,estudio,100
x143,Variable_143,signo,5
x144,Variable_144,sintoma,1
x145,Variable_145,signo,5
x146,Variable_146,vital,2
x147,Variable_147,sintoma,1
x148,Variable_148,embedding,1
x149,Variable_149,estudio,100
x150,Variable_150,signo,5
x151,Variable_151,signo,5
x152,Variable_152,demografico,0
x153,Variable_153,signo,5
x154,Variable_154,vital,2
x155,Variable_155,sintoma,1
x156,Variable_156,demografico,0
x157,Variable_157,estudio,100
x158,Variable_158,signo,5
x159,Variable_159,sintoma,1
x160,Variable_160,embedding,1
x161,Variable_161,demografico,0
x162,Variable_162,signo,5
x163,Variable_163,vital,2
x164,Variable_164,estudio,100
x165,Variable_165,signo,5
x166,Variable_166,estudio,100
x167,Variable_167,demografico,0
x168,Variable_168,sintoma,1
x169,Variable_169,demografico,0
x170,Variable_170,embedding,1
x171,Variable_171,estudio,100
x172,Variable_172,embedding,1
x173,Variable_173,sintoma,1
x174,Variable_174,vital,2
x175,Variable_175,vital,2
x176,Variable_176,embedding,1
x177,Variable_177,embedding,1
x178,Variable_178,embedding,1
x179,Variable_179,signo,5
x180,Variable_180,vital,2
x181,Variable_181,vital,2
x182,Variable_182,signo,5
x183,Variable_183,estudio,100
x184,Variable_184,vital,2
x185,Variable_185,embedding,1
x186,Variable_186,signo,5
x187,Variable_187,embedding,1
x188,Variable_188,vital,2
x189,Variable_189,vital,2
x190,Variable_190,embedding,1
x191,Variable_191,vital,2
x192,Variable_192,signo,5
x193,Variable_193,estudio,100
x194,Variable_194,embedding,1
x195,Variable_195,demografico,0
x196,Variable_196,demografico,0
x197,Variable_197,vital,2
x198,Variable_198,sintoma,1
x199,Variable_199,signo,5
x200,Variable_200,sintoma,1
x201,Variable_201,sintoma,1
x202,Variable_202,vital,2
x203,Variable_203,embedding,1
x204,Variable_204,embedding,1
x205,Variable_205,embedding,1
x206,Variable_206,vital,2
x207,Variable_207,embedding,1
x208,Variable_208,vital,2
x209,Variable_209,estudio,100
x210,Variable_210,vital,2
x211,Variable_211,vital,2
x212,Variable_212,signo,5
x213,Variable_213,estudio,100
x214,Variable_214,vital,2
x215,Variable_215,vital,2
x216,Variable_216,vital,2
x217,Variable_217,sintoma,1
x218,Variable_218,embedding,1
x219,Variable_219,estudio,100
x220,Variable_220,demografico,0
x221,Variable_221,estudio,100
x222,Variable_222,sintoma,1
x223,Variable_223,vital,2
x224,Variable_224,embedding,1
x225,Variable_225,demografico,0
x226,Variable_226,sintoma,1
x227,Variable_227,signo,5
x228,Variable_228,vital,2
x229,Variable_229,demografico,0
x230,Variable_230,sintoma,1
x231,Variable_231,demografico,0
x232,Variable_232,sintoma,1
x233,Variable_233,vital,2
x234,Variable_234,vital,2
x235,Variable_235,signo,5
x236,Variable_236,signo,5
x237,Variable_237,sintoma,1
x238,Variable_238,demografico,0
x239,Variable_239,sintoma,1
x240,Variable_240,estudio,100
x241,Variable_241,signo,5
x242,Variable_242,demografico,0
x243,Variable_243,estudio,100
x244,Variable_244,signo,5
x245,Variable_245,demografico,0
x246,Variable_246,embedding,1
x247,Variable_247,signo,5
x248,Variable_248,embedding,1
x249,Variable_249,signo,5
x250,Variable_250,vital,2
x251,Variable_251,signo,5
x252,Variable_252,signo,5
x253,Variable_253,sintoma,1
x254,Variable_254,embedding,1
x255,Variable_255,sintoma,1
x256,Variable_256,embedding,1
x257,Variable_257,demografico,0
x258,Variable_258,sintoma,1
x259,Variable_259,estudio,100
x260,Variable_260,embedding,1
x261,Variable_261,signo,5
x262,Variable_262,vital,2
x263,Variable_263,vital,2
x264,Variable_264,vital,2
x265,Variable_265,estudio,100
x266,Variable_266,sintoma,1
x267,Variable_267,estudio,100
x268,Variable_268,embedding,1
x269,Variable_269,embedding,1
x270,Variable_270,embedding,1
x271,Variable_271,estudio,100
x272,Variable_272,demografico,0
x273,Variable_273,demografico,0
x274,Variable_274,demografico,0
x275,Variable_275,sintoma,1
x276,Variable_276,sintoma,1
x277,Variable_277,embedding,1
x278,Variable_278,signo,5
x279,Variable_279,sintoma,1
x280,Variable_280,demografico,0
x281,Variable_281,estudio,100
x282,Variable_282,vital,2
x283,Variable_283,embedding,1
x284,Variable_284,demografico,0
x285,Variable_285,signo,5
x286,Variable_286,signo,5
x287,Variable_287,vital,2
x288,Variable_288,estudio,100
x289,Variable_289,sintoma,1
x290,Variable_290,estudio,100
x291,Variable_291,demografico,0
x292,Variable_292,demografico,0
x293,Variable_293,vital,2
x294,Variable_294,embedding,1
x295,Variable_295,sintoma,1
x296,Variable_296,demografico,0
x297,Variable_297,signo,5
x298,Variable_298,demografico,0
x299,Variable_299,sintoma,1
x300,Variable_300,demografico,0
x301,Variable_301,sintoma,1
x302,Variable_302,estudio,100
x303,Variable_303,estudio,100
x304,Variable_304,vital,2
x305,Variable_305,estudio,100
x306,Variable_306,signo,5
x307,Variable_307,demografico,0
x308,Variable_308,estudio,100
x309,Variable_309,embedding,1
x310,Variable_310,signo,5
x311,Variable_311,vital,2
x312,Variable_312,embedding,1
x313,Variable_313,sintoma,1
x314,Variable_314,estudio,100
x315,Variable_315,vital,2
x316,Variable_316,demografico,0
x317,Variable_317,vital,2
x318,Variable_318,sintoma,1
x319,Variable_319,vital,2
x320,Variable_320,embedding,1
x321,Variable_321,embedding,1
x322,Variable_322,embedding,1
x323,Variable_323,signo,5
x324,Variable_324,demografico,0
x325,Variable_325,vital,2
x326,Variable_326,estudio,100
x327,Variable_327,signo,5
x328,Variable_328,signo,5
x329,Variable_329,vital,2
x330,Variable_330,signo,5
x331,Variable_331,embedding,1
x332,Variable_332,demografico,0
x333,Variable_333,estudio,100
x334,Variable_334,estudio,100
x335,Variable_335,embedding,1
x336,Variable_336,sintoma,1
x337,Variable_337,vital,2
x338,Variable_338,sintoma,1
x339,Variable_339,embedding,1
x340,Variable_340,embedding,1
x341,Variable_341,sintoma,1
x342,Variable_342,demografico,0
x343,Variable_343,estudio,100
x344,Variable_344,estudio,100
x345,Variable_345,vital,2
x346,Variable_346,demografico,0
x347,Variable_347,vital,2
x348,Variable_348,signo,5
x349,Variable_349,demografico,0
x350,Variable_350,signo,5
x351,Variable_351,embedding,1
x352,Variable_352,demografico,0
x353,Variable_353,vital,2
x354,Variable_354,vital,2
x355,Variable_355,demografico,0
x356,Variable_356,demografico,0
x357,Variable_357,sintoma,1
x358,Variable_358,demografico,0
x359,Variable_359,sintoma,1
x360,Variable_360,vital,2
x361,Variable_361,signo,5
x362,Variable_362,sintoma,1
x363,Variable_363,vital,2
x364,Variable_364,sintoma,1
x365,Variable_365,estudio,100
x366,Variable_366,demografico,0
x367,Variable_367,vital,2
x368,Variable_368,sintoma,1
x369,Variable_369,signo,5
x370,Variable_370,signo,5
x371,Variable_371,embedding,1
x372,Variable_372,sintoma,1
x373,Variable_373,vital,2
x374,Variable_374,signo,5
x375,Variable_375,sintoma,1
x376,Variable_376,estudio,100
x377,Variable_377,sintoma,1
x378,Variable_378,demografico,0
x379,Variable_379,embedding,1
x380,Variable_380,vital,2
x381,Variable_381,signo,5
x382,Variable_382,estudio,100
x383,Variable_383,demografico,0
x384,Variable_384,embedding,1
x385,Variable_385,demografico,0
x386,Variable_386,embedding,1
x387,Variable_387,demografico,0
x388,Variable_388,embedding,1
x389,Variable_389,embedding,1
x390,Variable_390,embedding,1
x391,Variable_391,demografico,0
x392,Variable_392,demografico,0
x393,Variable_393,embedding,1
x394,Variable_394,vital,2
x395,Variable_395,vital,2
x396,Variable_396,signo,5
x397,Variable_397,vital,2
x398,Variable_398,vital,2
x399,Variable_399,embedding,1
x400,Variable_400,signo,5
x401,Variable_401,demografico,0
x402,Variable_402,estudio,100
x403,Variable_403,demografico,0
x404,Variable_404,signo,5
x405,Variable_405,vital,2
x406,Variable_406,estudio,100
x407,Variable_407,signo,5
x408,Variable_408,sintoma,1
x409,Variable_409,estudio,100
x410,Variable_410,vital,2
x411,Variable_411,sintoma,1
x412,Variable_412,embedding,1
x413,Variable_413,signo,5
x414,Variable_414,vital,2
x415,Variable_415,vital,2
x416,Variable_416,estudio,100
x417,Variable_417,embedding,1
x418,Variable_418,vital,2
x419,Variable_419,estudio,100
x420,Variable_420,embedding,1
x421,Variable_421,sintoma,1
x422,Variable_422,signo,5
x423,Variable_423,embedding,1
x424,Variable_424,demografico,0
x425,Variable_425,signo,5
x426,Variable_426,vital,2
x427,Variable_427,sintoma,1
x428,Variable_428,signo,5
x429,Variable_429,demografico,0
x430,Variable_430,embedding,1
x431,Variable_431,vital,2
x432,Variable_432,estudio,100
x433,Variable_433,vital,2
x434,Variable_434,signo,5
x435,Variable_435,demografico,0
x436,Variable_436,signo,5
x437,Variable_437,embedding,1
x438,Variable_438,estudio,100
x439,Variable_439,demografico,0
x440,Variable_440,signo,5
x441,Variable_441,sintoma,1
x442,Variable_442,signo,5
x443,Variable_443,estudio,100
x444,Variable_444,embedding,1
x445,Variable_445,demografico,0
x446,Variable_446,embedding,1
x447,Variable_447,vital,2
x448,Variable_448,demografico,0
x449,Variable_449,signo,5
x450,Variable_450,estudio,100
x451,Variable_451,demografico,0
x452,Variable_452,estudio,100
x453,Variable_453,embedding,1
x454,Variable_454,signo,5
x455,Variable_455,demografico,0
x456,Variable_456,demografico,0
x457,Variable_457,vital,2
x458,Variable_458,estudio,100
x459,Variable_459,vital,2
x460,Variable_460,signo,5
x461,Variable_461,estudio,100
x462,Variable_462,signo,5
x463,Variable_463,vital,2
x464,Variable_464,vital,2
x465,Variable_465,embedding,1
x466,Variable_466,vital,2
x467,Variable_467,signo,5
x468,Variable_468,estudio,100
x469,Variable_469,sintoma,1
x470,Variable_470,estudio,100
x471,Variable_471,signo,5
x472,Variable_472,demografico,0
x473,Variable_473,sintoma,1
x474,Variable_474,vital,2
x475,Variable_475,embedding,1
x476,Variable_476,sintoma,1
x477,Variable_477,estudio,100
x478,Variable_478,vital,2
x479,Variable_479,embedding,1
x480,Variable_480,estudio,100
x481,Variable_481,estudio,100
x482,Variable_482,demografico,0
x483,Variable_483,sintoma,1
x484,Variable_484,demografico,0
x485,Variable_485,sintoma,1
x486,Variable_486,embedding,1
x487,Variable_487,sintoma,1
x488,Variable_488,signo,5
x489,Variable_489,embedding,1
x490,Variable_490,embedding,1
x491,Variable_491,embedding,1
x492,Variable_492,estudio,100
x493,Variable_493,embedding,1
x494,Variable_494,embedding,1
x495,Variable_495,vital,2
x496,Variable_496,embedding,1
x497,Variable_497,embedding,1
x498,Variable_498,demografico,0
x499,Variable_499,demografico,0
x500,Variable_500,signo,5
x501,Variable_501,embedding,1
x502,Variable_502,estudio,100
x503,Variable_503,vital,2
x504,Variable_504,signo,5
x505,Variable_505,signo,5
x506,Variable_506,vital,2
x507,Variable_507,estudio,100
x508,Variable_508,estudio,100
x509,Variable_509,estudio,100
x510,Variable_510,vital,2
x511,Variable_511,embedding,1
x512,Variable_512,embedding,1
x513,Variable_513,signo,5
x514,Variable_514,estudio,100
x515,Variable_515,signo,5
x516,Variable_516,vital,2
x517,Variable_517,embedding,1
x518,Variable_518,sintoma,1
x519,Variable_519,vital,2
x520,Variable_520,demografico,0
x521,Variable_521,demografico,0
x522,Variable_522,vital,2
x523,Variable_523,embedding,1
x524,Variable_524,vital,2
x525,Variable_525,vital,2
x526,Variable_526,estudio,100
x527,Variable_527,demografico,0
x528,Variable_528,vital,2
x529,Variable_529,embedding,1
x530,Variable_530,embedding,1
x531,Variable_531,sintoma,1
x532,Variable_532,embedding,1
x533,Variable_533,embedding,1
x534,Variable_534,demografico,0
x535,Variable_535,sintoma,1
x536,Variable_536,embedding,1
x537,Variable_537,demografico,0
x538,Variable_538,vital,2
x539,Variable_539,vital,2
x540,Variable_540,demografico,0
x541,Variable_541,embedding,1
x542,Variable_542,estudio,100
x543,Variable_543,sintoma,1
x544,Variable_544,estudio,100
x545,Variable_545,embedding,1
x546,Variable_546,vital,2
x547,Variable_547,demografico,0
x548,Variable_548,embedding,1
x549,Variable_549,vital,2
x550,Variable_550,signo,5
x551,Variable_551,sintoma,1
x552,Variable_552,signo,5
x553,Variable_553,sintoma,1
x554,Variable_554,embedding,1
x555,Variable_555,estudio,100
x556,Variable_556,vital,2
x557,Variable_557,vital,2
x558,Variable_558,estudio,100
x559,Variable_559,demografico,0
x560,Variable_560,estudio,100
x561,Variable_561,demografico,0
x562,Variable_562,demografico,0
x563,Variable_563,signo,5
x564,Variable_564,estudio,100
x565,Variable_565,embedding,1
x566,Variable_566,estudio,100
x567,Variable_567,demografico,0
x568,Variable_568,vital,2
x569,Variable_569,vital,2
x570,Variable_570,vital,2
x571,Variable_571,estudio,100
x572,Variable_572,vital,2
x573,Variable_573,vital,2
x574,Variable_574,signo,5
x575,Variable_575,estudio,100
x576,Variable_576,demografico,0
x577,Variable_577,sintoma,1
x578,Variable_578,demografico,0
x579,Variable_579,signo,5
x580,Variable_580,demografico,0
x581,Variable_581,signo,5
x582,Variable_582,embedding,1
x583,Variable_583,estudio,100
x584,Variable_584,estudio,100
x585,Variable_585,demografico,0
x586,Variable_586,estudio,100
x587,Variable_587,embedding,1
x588,Variable_588,embedding,1
x589,Variable_589,embedding,1
x590,Variable_590,vital,2
x591,Variable_591,vital,2
x592,Variable_592,demografico,0
x593,Variable_593,demografico,0
x594,Variable_594,estudio,100
x595,Variable_595,vital,2
x596,Variable_596,estudio,100
x597,Variable_597,embedding,1
x598,Variable_598,embedding,1
x599,Variable_599,estudio,100
x600,Variable_600,sintoma,1
x601,Variable_601,estudio,100
x602,Variable_602,sintoma,1
x603,Variable_603,embedding,1
x604,Variable_604,sintoma,1
x605,Variable_605,sintoma,1
x606,Variable_606,embedding,1
x607,Variable_607,embedding,1
x608,Variable_608,embedding,1
x609,Variable_609,estudio,100
x610,Variable_610,vital,2
x611,Variable_611,demografico,0
x612,Variable_612,vital,2
x613,Variable_613,embedding,1
x614,Variable_614,signo,5
x615,Variable_615,embedding,1
x616,Variable_616,sintoma,1
x617,Variable_617,vital,2
x618,Variable_618,sintoma,1
x619,Variable_619,signo,5
x620,Variable_620,estudio,100
x621,Variable_621,demografico,0
x622,Variable_622,signo,5
x623,Variable_623,demografico,0
x624,Variable_624,signo,5
x625,Variable_625,demografico,0
x626,Variable_626,estudio,100
x627,Variable_627,signo,5
x628,Variable_628,signo,5
x629,Variable_629,demografico,0
x630,Variable_630,embedding,1
x631,Variable_631,demografico,0
x632,Variable_632,vital,2
x633,Variable_633,demografico,0
x634,Variable_634,estudio,100
x635,Variable_635,embedding,1
x636,Variable_636,embedding,1
x637,Variable_637,estudio,100
x638,Variable_638,embedding,1
x639,Variable_639,estudio,100
x640,Variable_640,embedding,1
x641,Variable_641,demografico,0
x642,Variable_642,sintoma,1
x643,Variable_643,embedding,1
x644,Variable_644,estudio,100
x645,Variable_645,vital,2
x646,Variable_646,demografico,0
x647,Variable_647,demografico,0
x648,Variable_648,sintoma,1
x649,Variable_649,embedding,1
x650,Variable_650,estudio,100
x651,Variable_651,sintoma,1
x652,Variable_652,estudio,100
x653,Variable_653,sintoma,1
x654,Variable_654,embedding,1
x655,Variable_655,vital,2
x656,Variable_656,vital,2
x657,Variable_657,estudio,100
x658,Variable_658,sintoma,1
x659,Variable_659,demografico,0
x660,Variable_660,sintoma,1
x661,Variable_661,estudio,100
x662,Variable_662,sintoma,1
x663,Variable_663,estudio,100
x664,Variable_664,estudio,100
x665,Variable_665,demografico,0
x666,Variable_666,demografico,0
x667,Variable_667,vital,2
x668,Variable_668,sintoma,1
x669,Variable_669,embedding,1
x670,Variable_670,estudio,100
x671,Variable_671,demografico,0
x672,Variable_672,signo,5
x673,Variable_673,vital,2
x674,Variable_674,estudio,100
x675,Variable_675,estudio,100
x676,Variable_676,signo,5
x677,Variable_677,demografico,0
x678,Variable_678,sintoma,1
x679,Variable_679,estudio,100
x680,Variable_680,estudio,100
x681,Variable_681,vital,2
x682,Variable_682,estudio,100
x683,Variable_683,signo,5
x684,Variable_684,estudio,100
x685,Variable_685,estudio,100
x686,Variable_686,signo,5
x687,Variable_687,estudio,100
x688,Variable_688,demografico,0
x689,Variable_689,demografico,0
x690,Variable_690,demografico,0
x691,Variable_691,estudio,100
x692,Variable_692,sintoma,1
x693,Variable_693,signo,5
x694,Variable_694,demografico,0
x695,Variable_695,sintoma,1
x696,Variable_696,vital,2
x697,Variable_697,estudio,100
x698,Variable_698,sintoma,1
x699,Variable_699,estudio,100
x700,Variable_700,demografico,0
x701,Variable_701,estudio,100
x702,Variable_702,vital,2
x703,Variable_703,vital,2
x704,Variable_704,signo,5
x705,Variable_705,sintoma,1
x706,Variable_706,sintoma,1
x707,Variable_707,estudio,100
x708,Variable_708,signo,5
x709,Variable_709,signo,5
x710,Variable_710,vital,2
x711,Variable_711,embedding,1
x712,Variable_712,estudio,100
x713,Variable_713,vital,2
x714,Variable_714,embedding,1
x715,Variable_715,demografico,0
x716,Variable_716,estudio,100
x717,Variable_717,embedding,1
x718,Variable_718,signo,5
x719,Variable_719,signo,5
x720,Variable_720,signo,5
x721,Variable_721,estudio,100
x722,Variable_722,embedding,1
x723,Variable_723,sintoma,1
x724,Variable_724,embedding,1
x725,Variable_725,signo,5
x726,Variable_726,estudio,100
x727,Variable_727,vital,2
x728,Variable_728,sintoma,1
x729,Variable_729,signo,5
x730,Variable_730,vital,2
x731,Variable_731,demografico,0
x732,Variable_732,signo,5
x733,Variable_733,sintoma,1
x734,Variable_734,vital,2
x735,Variable_735,vital,2
x736,Variable_736,signo,5
x737,Variable_737,sintoma,1
x738,Variable_738,demografico,0
x739,Variable_739,sintoma,1
x740,Variable_740,sintoma,1
x741,Variable_741,sintoma,1
x742,Variable_742,embedding,1
x743,Variable_743,embedding,1
x744,Variable_744,sintoma,1
x745,Variable_745,sintoma,1
x746,Variable_746,vital,2
x747,Variable_747,embedding,1
x748,Variable_748,sintoma,1
x749,Variable_749,sintoma,1
x750,Variable_750,sintoma,1
x751,Variable_751,signo,5
x752,Variable_752,estudio,100
x753,Variable_753,signo,5
x754,Variable_754,embedding,1
x755,Variable_755,sintoma,1
x756,Variable_756,vital,2
x757,Variable_757,demografico,0
x758,Variable_758,estudio,100
x759,Variable_759,embedding,1
x760,Variable_760,vital,2
x761,Variable_761,embedding,1
x762,Variable_762,embedding,1
x763,Variable_763,estudio,100
x764,Variable_764,sintoma,1
x765,Variable_765,sintoma,1
x766,Variable_766,estudio,100
x767,Variable_767,signo,5
x768,Variable_768,embedding,1
x769,Variable_769,estudio,100
x770,Variable_770,vital,2
x771,Variable_771,estudio,100
x772,Variable_772,sintoma,1
x773,Variable_773,embedding,1
x774,Variable_774,estudio,100
x775,Variable_775,demografico,0
x776,Variable_776,estudio,100
x777,Variable_777,estudio,100
x778,Variable_778,signo,5
x779,Variable_779,signo,5
x780,Variable_780,sintoma,1
x781,Variable_781,estudio,100
x782,Variable_782,sintoma,1
x783,Variable_783,sintoma,1
x784,Variable_784,embedding,1
x785,Variable_785,signo,5
x786,Variable_786,sintoma,1
x787,Variable_787,vital,2
x788,Variable_788,demografico,0
x789,Variable_789,vital,2
x790,Variable_790,demografico,0
x791,Variable_791,vital,2
x792,Variable_792,vital,2
x793,Variable_793,vital,2
x794,Variable_794,vital,2
x795,Variable_795,signo,5
x796,Variable_796,embedding,1
x797,Variable_797,embedding,1
x798,Variable_798,sintoma,1
x799,Variable_799,estudio,100
x800,Variable_800,estudio,100
x801,Variable_801,estudio,100
x802,Variable_802,vital,2
x803,Variable_803,demografico,0
x804,Variable_804,embedding,1
x805,Variable_805,embedding,1
x806,Variable_806,signo,5
x807,Variable_807,sintoma,1
x808,Variable_808,sintoma,1
x809,Variable_809,demografico,0
x810,Variable_810,demografico,0
x811,Variable_811,demografico,0
x812,Variable_812,embedding,1
x813,Variable_813,signo,5
x814,Variable_814,vital,2
x815,Variable_815,embedding,1
x816,Variable_816,vital,2
x817,Variable_817,vital,2
x818,Variable_818,demografico,0
x819,Variable_819,sintoma,1
x820,Variable_820,vital,2
x821,Variable_821,embedding,1
x822,Variable_822,vital,2
x823,Variable_823,demografico,0
x824,Variable_824,sintoma,1
x825,Variable_825,vital,2
x826,Variable_826,demografico,0
x827,Variable_827,signo,5
x828,Variable_828,embedding,1
x829,Variable_829,demografico,0
x830,Variable_830,embedding,1
x831,Variable_831,vital,2
x832,Variable_832,sintoma,1
x833,Variable_833,embedding,1
x834,Variable_834,demografico,0
x835,Variable_835,vital,2
x836,Variable_836,demografico,0
x837,Variable_837,signo,5
x838,Variable_838,sintoma,1
x839,Variable_839,vital,2
x840,Variable_840,demografico,0
x841,Variable_841,embedding,1
x842,Variable_842,estudio,100
x843,Variable_843,demografico,0
x844,Variable_844,signo,5
x845,Variable_845,vital,2
x846,Variable_846,signo,5
x847,Variable_847,embedding,1
x848,Variable_848,vital,2
x849,Variable_849,vital,2
x850,Variable_850,demografico,0
x851,Variable_851,vital,2
x852,Variable_852,vital,2
x853,Variable_853,vital,2
x854,Variable_854,embedding,1
x855,Variable_855,signo,5
x856,Variable_856,sintoma,1
x857,Variable_857,sintoma,1
x858,Variable_858,signo,5
x859,Variable_859,vital,2
x860,Variable_860,estudio,100
x861,Variable_861,estudio,100
x862,Variable_862,estudio,100
x863,Variable_863,demografico,0
x864,Variable_864,estudio,100
x865,Variable_865,signo,5
x866,Variable_866,demografico,0
x867,Variable_867,embedding,1
x868,Variable_868,demografico,0
x869,Variable_869,demografico,0
x870,Variable_870,sintoma,1
x871,Variable_871,sintoma,1
x872,Variable_872,vital,2
x873,Variable_873,vital,2
x874,Variable_874,embedding,1
x875,Variable_875,estudio,100
x876,Variable_876,vital,2
x877,Variable_877,demografico,0
x878,Variable_878,signo,5
x879,Variable_879,embedding,1
x880,Variable_880,estudio,100
x881,Variable_881,estudio,100
x882,Variable_882,sintoma,1
x883,Variable_883,vital,2
x884,Variable_884,estudio,100
x885,Variable_885,vital,2
x886,Variable_886,sintoma,1
x887,Variable_887,embedding,1
x888,Variable_888,estudio,100
x889,Variable_889,embedding,1
x890,Variable_890,demografico,0
x891,Variable_891,estudio,100
x892,Variable_892,demografico,0
x893,Variable_893,vital,2
x894,Variable_894,sintoma,1
x895,Variable_895,embedding,1
x896,Variable_896,embedding,1
x897,Variable_897,vital,2
x898,Variable_898,sintoma,1
x899,Variable_899,estudio,100
x900,Variable_900,vital,2
x901,Variable_901,signo,5
x902,Variable_902,demografico,0
x903,Variable_903,embedding,1
x904,Variable_904,demografico,0
x905,Variable_905,sintoma,1
x906,Variable_906,signo,5
x907,Variable_907,demografico,0
x908,Variable_908,vital,2
x909,Variable_909,vital,2
x910,Variable_910,embedding,1
x911,Variable_911,signo,5
x912,Variable_912,sintoma,1
x913,Variable_913,embedding,1
x914,Variable_914,sintoma,1
x915,Variable_915,demografico,0
x916,Variable_916,embedding,1
x917,Variable_917,estudio,100
x918,Variable_918,signo,5
x919,Variable_919,sintoma,1
x920,Variable_920,estudio,100
x921,Variable_921,signo,5
x922,Variable_922,vital,2
x923,Variable_923,vital,2
x924,Variable_924,embedding,1
x925,Variable_925,demografico,0
x926,Variable_926,estudio,100
x927,Variable_927,vital,2
x928,Variable_928,signo,5
x929,Variable_929,estudio,100
x930,Variable_930,sintoma,1
x931,Variable_931,embedding,1
x932,Variable_932,estudio,100
x933,Variable_933,sintoma,1
x934,Variable_934,signo,5
x935,Variable_935,vital,2
x936,Variable_936,sintoma,1
x937,Variable_937,demografico,0
x938,Variable_938,embedding,1
x939,Variable_939,signo,5
x940,Variable_940,vital,2
x941,Variable_941,embedding,1
x942,Variable_942,embedding,1
x943,Variable_943,signo,5
